,Наименование ДП,"2018, Нематериальные активы","2019, Нематериальные активы","2020, Нематериальные активы","2018, Основные средства ","2019, Основные средства ","2020, Основные средства ","2018, Внеоборотные активы","2019, Внеоборотные активы","2020, Внеоборотные активы","2018, Дебиторская задолженность","2019, Дебиторская задолженность","2020, Дебиторская задолженность","2018, Оборотные активы","2019, Оборотные активы","2020, Оборотные активы","2018, Уставный капитал ","2019, Уставный капитал ","2020, Уставный капитал ","2018, Капитал и резервы","2019, Капитал и резервы","2020, Капитал и резервы","2018, Заёмные средства (долгосрочные)","2019, Заёмные средства (долгосрочные)","2020, Заёмные средства (долгосрочные)","2018, Долгосрочные обязательства","2019, Долгосрочные обязательства","2020, Долгосрочные обязательства","2018, Заёмные средства (краткосрочные)","2019, Заёмные средства (краткосрочные)","2020, Заёмные средства (краткосрочные)","2018, Кредиторская задолженность","2019, Кредиторская задолженность","2020, Кредиторская задолженность","2018, Краткосрочные обязательства","2019, Краткосрочные обязательства","2020, Краткосрочные обязательства","2018, Выручка","2019, Выручка","2020, Выручка","2018, Себестоимость продаж","2019, Себестоимость продаж","2020, Себестоимость продаж","2018, Прибыль (убыток) до налогообложения ","2019, Прибыль (убыток) до налогообложения ","2020, Прибыль (убыток) до налогообложения ","2018, Прибыль (убыток) от продажи","2019, Прибыль (убыток) от продажи","2020, Прибыль (убыток) от продажи"
33,56,0.0,0.0,0.0,76449044.58598725,69447770.70063694,87363057.32484075,77145859.87261146,241369426.7515923,258031210.1910828,91730573.24840765,141789808.9171974,143789808.9171974,320542038.2165605,226758598.7261146,246076433.1210191,6369426.751592357,6369426.751592357,6369426.751592357,348704458.5987261,376443312.1019108,411092356.6878981,0.0,27650318.47133758,22835031.84713376,7397452.229299363,34654777.0700637,29572611.46496815,0.0,3821.656050955414,0.0,36717834.39490446,52191082.80254777,58135668.78980891,41585987.26114649,57029936.30573248,63442675.15923566,851426114.6496814,698034394.9044585,758466878.9808917,705921656.0509554,564246496.8152866,611555414.0127388,88263694.26751591,35001273.88535032,71204458.59872611,72141401.27388535,49529299.36305732,69147770.70063694
34,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,58,0.0,0.0,0.0,97452.22929936304,97452.22929936304,97452.22929936304,97452.22929936304,97452.22929936304,97452.22929936304,526751.5923566879,561783.4394904459,761146.4968152866,589171.974522293,669426.7515923567,852229.2993630572,0.0,0.0,0.0,-350318.4713375796,-349681.5286624203,-347770.7006369426,0.0,0.0,0.0,0.0,0.0,0.0,991082.8025477708,1073248.407643312,1142675.159235669,45859.87261146497,43312.10191082802,154140.127388535,1036942.675159236,1116560.50955414,1296815.286624204,11654140.12738854,16410191.08280255,7512101.910828025,11637579.61783439,16391719.74522293,7491082.802547771,1273.885350318471,1273.885350318471,2547.770700636942,16560.50955414013,18471.33757961783,21019.10828025478
36,59,10828.02547770701,9554.140127388537,8280.254777070064,53294904.45859873,74985350.31847133,75617834.39490445,53457961.78343949,75166242.03821656,75775159.2356688,97156050.955414,131816560.5095541,131224840.7643312,550661783.4394904,555176433.1210191,502712738.8535032,4837579.617834395,4837579.617834395,4837579.617834395,405101273.8853503,407057961.7834395,430883439.4904459,0.0,0.0,0.0,1187261.146496815,34596178.34394904,2326114.649681529,16942675.15923567,955414.0127388536,3271337.579617834,180888535.0318471,187733121.0191083,142007006.3694268,197831210.1910828,188688535.0318471,145278343.9490446,1732917197.452229,1798047133.757962,1799035668.789809,1549323566.878981,1641109554.140127,1612414649.681529,46177070.06369427,7723566.878980892,33344585.98726115,47388535.03184713,18222292.99363057,40529299.36305732
37,60,114457324.8407643,0.0,0.0,3003247770.700637,0.0,0.0,18702292993.63057,0.0,0.0,16587425477.70701,0.0,0.0,48931514649.68153,0.0,0.0,3594981528.66242,0.0,0.0,-6678336942.675159,0.0,0.0,0.0,0.0,0.0,30421182165.60509,0.0,0.0,25986301273.88535,0.0,0.0,14697361783.43949,0.0,0.0,43890962420.38216,0.0,0.0,11048553503.18471,0.0,0.0,11110622929.93631,0.0,0.0,-1615869426.751592,0.0,0.0,-62069426.75159235,0.0,0.0
38,64,0.0,0.0,0.0,29259235.66878981,26157961.78343949,23099363.05732484,33285987.2611465,30187898.08917197,27147770.70063694,85114649.68152866,93255414.01273884,74028025.477707,284431210.1910828,317266878.9808917,314974522.2929936,2547.770700636942,2547.770700636942,2547.770700636942,25084076.43312102,29436942.67515923,25244585.98726115,19852229.29936306,19852229.29936306,16445222.9299363,20859235.66878981,19858598.72611465,16445859.87261146,161921019.1082802,203035031.8471338,182377707.0063694,109853503.1847134,95124203.82165603,118054140.1273885,271774522.2929936,298159235.6687898,300431847.1337579,996782165.6050956,1135922292.99363,1107649044.585987,904959872.611465,1035463057.324841,982770700.6369426,4160509.554140127,5994904.458598725,8672611.464968152,25612101.91082802,24754777.07006369,23975796.17834395
39,65,1017834.394904459,23578343.94904459,22303821.65605095,10802671337.57962,12559147770.70064,14016085987.26115,15859784713.3758,18354231847.13376,22840665605.09554,29147207643.3121,30750058598.72611,31271212738.8535,94313957324.84076,112223411464.9682,130555154140.1274,7033442675.159235,10110287261.1465,10110287261.1465,17766032484.07643,18793737579.61783,19518938853.50319,4304835031.847134,5469090445.859873,8044543949.044585,54297519745.22293,62765397452.22929,94624729936.30573,2702829299.363057,4322284713.375796,274136305.732484,33890682165.60509,43131494904.4586,37781052229.29936,38110189808.9172,49018508280.25478,39252150955.41401,32035396178.34395,29163844585.98726,30753617834.39491,30072605095.5414,27449539490.44586,29572896815.28662,734959235.6687897,624743312.1019108,897615286.6242038,1930197452.229299,1681571974.522293,1134268789.808917
40,67,48407.64331210191,83439.49044585988,0.0,13951541401.27389,16721170063.69427,0.0,26891764968.15287,28934403184.71338,0.0,88672594267.51591,90285916560.50957,0.0,297129728025.4777,375316193630.5732,0.0,10781616560.50955,10781616560.50955,0.0,39250301273.88535,41494833121.0191,0.0,0.0,0.0,0.0,248172191082.8026,301299969426.7516,0.0,1056050.955414013,0.0,0.0,30766964968.15287,53482090445.85987,0.0,36599000636.94267,61455794267.51592,0.0,68402854777.07006,74563149681.52866,0.0,65084514012.73885,73755322929.93631,0.0,5304856687.898089,4095157961.783439,0.0,3318340764.33121,807826751.5923567,0.0
41,69,0.0,0.0,0.0,2671974.522292993,0.0,0.0,3427388.535031847,754140.127388535,754140.127388535,46459872.61146497,16482802.5477707,18217197.4522293,613782802.5477706,152235668.7898089,153921019.1082802,19108280.25477707,19108280.25477707,19108280.25477707,147968789.8089172,149491719.7452229,150985350.3184713,121977707.0063694,0.0,0.0,122313375.7961783,335668.7898089172,335668.7898089172,107982802.5477707,51592.35668789809,0.0,238945222.9299363,3110191.082802548,3354140.127388535,346928025.477707,3161783.439490446,3354140.127388535,0.0,0.0,0.0,0.0,0.0,0.0,1661783.439490446,1907006.369426752,1879617.834394904,-170700.6369426752,-108917.1974522293,-130573.2484076433
42,70,0.0,1043949.044585987,929299.3630573248,894754777.0700637,1146110828.025478,1319600636.942675,3583811464.968153,3575088535.031847,3410007006.369427,6858563057.324841,7414213375.796178,7322495541.401274,11507185350.31847,18557082165.60509,19642017834.39491,7198089.171974522,7198089.171974522,7198089.171974522,8341608917.197452,8571849681.528662,8850987898.089172,0.0,0.0,0.0,-878343.9490445859,96043312.10191084,180524840.7643312,0.0,0.0,0.0,6735270700.636943,13464277707.00637,14017029299.36306,6750266242.038217,13464277707.00637,14020512101.91083,17536872611.46497,23443327388.53503,27783429936.30573,17030395541.40127,22863530573.24841,27388084076.43312,338600000.0,338308280.2547771,373351592.3566879,506477070.0636942,579796815.2866242,395345859.8726115
43,71,23617834.39490446,17974522.29299363,12331210.1910828,650743312.1019108,652509554.1401274,645054140.1273885,830592356.687898,859454777.0700637,792440764.3312101,1640454140.127388,2609765605.095541,1621087898.089172,4055912101.910828,6925815286.624204,5495801910.828025,259677707.0063694,259677707.0063694,259677707.0063694,819582165.6050955,1428801273.88535,1905343949.044586,1719745222.929936,0.0,0.0,1749494904.458599,52356687.89808917,58836942.67515923,16900000.0,17096815.2866242,135668.7898089172,2244408917.197452,6219278343.949044,4248053503.184713,2317427388.535032,6304112101.910828,4324061783.43949,25013633121.01911,25923780254.77707,37709425477.70701,23864312101.91083,24806050318.47134,35745521019.10828,729638853.5031847,-119252229.299363,622598726.1146497,-137608917.1974522,-278571974.522293,146846496.8152866
44,74,0.0,0.0,189171.974522293,159345222.9299363,159258598.7261146,155960509.5541401,159926114.6496815,159400000.0,156291082.8025478,19152229.29936306,60727388.53503185,39814012.7388535,293774522.2929936,308699363.0573248,299675796.178344,4084076.433121019,4084076.433121019,4084076.433121019,274370063.6942675,275411464.9681529,286057961.7834395,81870063.69426751,81938216.56050955,81938216.56050955,81870063.69426751,81938216.56050955,82847133.75796178,0.0,4704458.598726114,0.0,97460509.55414012,105987898.089172,87061783.43949044,97460509.55414012,110749681.5286624,87061783.43949044,323570063.6942675,372086624.2038217,552033757.9617834,319524203.821656,353993630.5732484,541265605.0955414,2186624.203821656,3442675.159235669,16765605.0955414,-7614012.738853503,2377070.063694268,-3922929.936305732
45,75,30765605.0955414,37177707.00636943,33394267.51592357,784116560.5095541,818569426.7515923,794530573.2484076,1760256050.955414,1846902547.7707,2105642038.21656,1940269426.751592,2468433121.019108,3157840764.33121,4438904458.598726,5403572611.464968,6665810191.082802,31847133.75796178,31847133.75796178,31847133.75796178,4744210191.082803,5680089808.917197,6437236305.732484,401273885.3503184,0.0,0.0,449545222.9299363,44854140.12738854,47620382.16560509,130035031.8471338,245810191.0828025,87426114.64968152,846056050.9554139,1245415286.624204,2154366878.980892,1005405095.541401,1525531210.191083,2286595541.401274,10922433757.96178,11267628025.47771,12844764331.21019,6758812101.910828,6878654777.070064,7955847133.757961,2020828025.477707,2049187898.089172,1955159872.611465,2091141401.273885,2074908917.197452,2083988535.031847
46,76,359235.6687898089,9837579.617834397,5891719.74522293,616203821.6560509,825256050.9554139,767941401.2738854,760229936.3057325,1022517834.394904,861864331.210191,582248407.6433121,429419108.2802548,725339490.4458598,1346007006.369427,1280463694.267516,1655685350.318471,6369.426751592357,6369.426751592357,6369.426751592357,1936180891.719745,2044035668.789809,2081369426.751592,0.0,0.0,13720382.16560509,27517197.4522293,34464968.15286624,51450955.41401274,0.0,0.0,53212738.85350318,142538853.5031847,224480891.7197452,331516560.5095541,142538853.5031847,224480891.7197452,384729299.3630573,2683608917.197452,2438454140.127388,2606301910.828025,1914205732.484076,1920744585.987261,2042841401.273885,392770063.6942675,132690445.8598726,216080254.77707,368666878.9808917,107233121.0191083,196101910.8280255
47,77,13479617.8343949,3282802.5477707,12712738.85350318,4147471337.579618,4410605732.484076,4674243949.044586,4592808917.197452,4954609554.140127,5505369426.751592,2866534394.904459,1179942675.159236,1231195541.401274,4334442675.159236,2762040127.388535,3225807643.312102,257452229.299363,257452229.299363,257452229.299363,7241884713.375796,6152143949.044586,6647242038.21656,0.0,0.0,0.0,285495541.4012738,290913375.7961783,269223566.8789809,0.0,0.0,357503821.6560509,1341980891.719745,1208349044.585987,1386857961.783439,1399871337.579618,1273592356.687898,1814711464.968153,9766302547.7707,8375794904.458598,8348484713.375796,7809207006.369427,7127007006.369427,7341681528.66242,1746663694.267516,584037579.6178343,1806059235.66879,1397632484.076433,597452866.2420382,182889808.9171974
48,78,0.0,41401.27388535032,55414.0127388535,295549681.5286624,281377707.0063694,323843312.1019108,408842038.2165605,376612738.8535032,451061783.4394904,1620497452.229299,1575643949.044586,1380696815.286624,2213310191.082802,2017207006.369427,2099936942.675159,185414012.7388535,185414012.7388535,185414012.7388535,156972611.4649681,348269426.7515923,-78309554.14012739,582662420.3821656,508456050.955414,664949681.5286624,589551592.3566879,515005732.4840764,673180254.77707,107035668.7898089,76212101.91082802,113414012.7388535,1762137579.617834,1447456687.898089,1823980891.719745,1875627388.535032,1530544585.987261,1956128662.420382,3676485987.261147,3619032484.076433,3798126114.649682,3527187898.089172,3528735031.847134,3650033757.961783,-222906369.4267516,244512101.910828,-412264968.1528662,105183439.4904459,56442675.15923566,107771974.522293
49,81,0.0,0.0,0.0,105722929.9363057,87657324.84076433,80636305.73248407,133078343.9490446,88636305.73248407,81253503.18471338,57244585.98726115,53694267.51592357,48238216.56050956,163865605.0955414,160552229.299363,172145859.8726115,19108.28025477707,19108.28025477707,19108.28025477707,218630573.2484076,178806369.4267516,178887898.089172,7368152.866242038,8960509.554140126,9852229.299363056,14286624.20382166,17498089.17197452,19145859.87261146,0.0,0.0,0.0,57186624.20382165,46124203.82165605,48819108.28025477,64026751.59235668,52884076.43312102,55365605.0955414,553635668.7898089,409529936.3057325,398622929.9363057,562763057.3248408,400868789.8089172,368507643.3121019,-29243312.10191083,-38205732.48407643,838216.5605095541,-38935668.78980891,-16529299.36305732,-1985350.318471337
50,82,0.0,0.0,0.0,22716560.50955414,30518471.33757962,28117197.4522293,23536942.67515923,31338853.50318471,28117197.4522293,6045222.929936306,7764331.210191082,6755414.012738854,89957324.84076433,100603184.7133758,108459872.611465,1592356.687898089,1592356.687898089,1592356.687898089,23696815.2866242,24552866.24203822,25631847.13375796,58005095.54140127,54025477.70700637,66572611.46496815,58005095.54140127,54025477.70700637,66572611.46496815,4060509.554140127,4118471.337579618,6391719.74522293,25503821.65605095,46961783.43949044,35926114.64968153,31792356.68789809,53363694.26751592,44372611.46496815,221194267.5159236,263137579.6178344,198168789.8089172,186721019.1082802,228563694.2675159,163035031.8471338,824203.821656051,1070063.694267516,1198726.114649681,4573885.350318471,4752229.299363057,6305095.541401274
51,84,7549617834.394904,8820049044.585987,9972931210.191082,238227743949.0446,227585862420.3822,251972208280.2548,471804782165.6051,476193439490.4459,505149529299.363,39324887261.14649,136245812101.9108,179103386624.2038,171846727388.535,340814407006.3694,443546825477.707,100792993.6305732,100792993.6305732,100792993.6305732,124130076433.121,222086108917.1974,294264335031.8471,362811883439.4904,336050343312.1019,452577585350.3185,402121008917.1974,362363974522.293,477142501910.828,75638351592.35669,114479791082.8025,103154243312.1019,32781867515.92356,108606753503.1847,55732207006.36942,117400424203.8217,232557763057.3248,177289517834.3949,387937496178.3439,559327575159.2356,588475978980.8917,151626681528.6624,185924177707.0063,192333148407.6433,134955683439.4904,398315826114.6497,243907282802.5478,209145149044.586,342085019108.2802,364344087261.1465
52,89,208118471.3375796,185642675.1592357,170657961.7834395,10760509.55414013,22833121.01910828,79273248.4076433,321061783.4394904,432747770.7006369,1403742038.21656,1525047133.757962,2282024203.821656,2203322292.99363,2022352866.242038,2675511464.968153,2708520382.165605,12738.85350318471,12738.85350318471,12738.85350318471,1250264968.152866,1188849044.585987,1342388535.031847,0.0,12025477.70700637,0.0,224840.7643312102,12278343.94904459,592391082.8025477,462004458.5987261,851435668.7898089,1100570063.694268,613883439.4904459,1016687261.146497,963391082.8025476,1092924840.764331,1907131847.133758,2177482802.547771,5237839490.44586,5071382165.605095,4169541401.273885,4367904458.598726,4398070063.694267,3352617197.452229,123889808.9171975,40261783.43949044,193833121.0191083,275915923.566879,13578980.89171975,290168789.8089172
53,90,0.0,0.0,0.0,945222.9299363056,743949.0445859872,585350.3184713376,1166242.03821656,3314649.681528662,1098089.171974522,350059235.6687898,140282165.6050955,166341401.2738853,617070700.6369426,391250955.4140127,455129936.3057325,12738.85350318471,12738.85350318471,12738.85350318471,59033757.96178344,61710191.08280255,60182165.60509554,95541401.27388534,0.0,0.0,95593630.5732484,31847.13375796178,9554.140127388537,0.0,68595541.40127388,0.0,461349044.5859873,263997452.2292994,395468152.8662421,463609554.1401274,332822929.9363057,396036305.732484,1265187898.089172,817045222.9299363,1089211464.968153,1223662420.382166,792447770.7006369,1061561783.43949,5282165.605095541,1305732.484076433,1252229.299363057,15157324.84076433,548407.6433121018,2711464.968152866
